item_id,difficulty,sub_task,training,question,answer,test_type,feedback_q,feedback_correct,feedback_wrong
zs_2_2_4,2,zero_shot,"Examples from an alien language:

1. 'aa ouvabraz jaz' = 'The mountain gives the stone'
2. 'ouvabraz zaaa jaz' = 'The stone gives the fire'
3. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ou' → 'ouvou'
4. 'zaaa ei ou' = 'The fire sees the star'
5. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ejejza' → 'ouvejejza'
6. 'aa ejejza ouz' = 'The mountain runs the child'
7. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ouz' → 'ouvouz'
8. Rule: To negate a word, change all 'ei' to 'ou'. 'ei' → 'ou'
9. Rule: To negate a word, change all 'ei' to 'ou'. 'ebrvou' → 'ebrvou'
10. 'ebrvou ei ouz' = 'The tree runs the star'
11. Rule: To make a word plural, add 'aav' at the beginning. 'aa' → 'aavaa'
12. 'a ouvabraz ou' = 'The river sees the stone'

Word order: Subject-Object-Verb (SOV)
Vocabulary:
  jaavei = cat
  ebrvou = tree
  a = river
  ouvabraz = stone
  zaaa = fire
  ejejza = child
  ouz = runs
  ou = sees
  abrvaajjaaz = takes
  jaz = gives
","Apply 'To make a word plural, add 'aav' at the beginning' to 'jaavei'",aavjaavei,transform,,,
zs_2_2_5,2,zero_shot,"Examples from an alien language:

1. 'aa ouvabraz jaz' = 'The mountain gives the stone'
2. 'ouvabraz zaaa jaz' = 'The stone gives the fire'
3. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ou' → 'ouvou'
4. 'zaaa ei ou' = 'The fire sees the star'
5. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ejejza' → 'ouvejejza'
6. 'aa ejejza ouz' = 'The mountain runs the child'
7. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ouz' → 'ouvouz'
8. Rule: To negate a word, change all 'ei' to 'ou'. 'ei' → 'ou'
9. Rule: To negate a word, change all 'ei' to 'ou'. 'ebrvou' → 'ebrvou'
10. 'ebrvou ei ouz' = 'The tree runs the star'
11. Rule: To make a word plural, add 'aav' at the beginning. 'aa' → 'aavaa'
12. 'a ouvabraz ou' = 'The river sees the stone'

Word order: Subject-Object-Verb (SOV)
Vocabulary:
  jaavei = cat
  ebrvou = tree
  a = river
  ouvabraz = stone
  zaaa = fire
  ejejza = child
  ouz = runs
  ou = sees
  abrvaajjaaz = takes
  jaz = gives
",Translate to English: 'zaaa aa abrvaajjaaz',The fire takes the mountain,translate,,,
zs_2_2_6,2,zero_shot,"Examples from an alien language:

1. 'aa ouvabraz jaz' = 'The mountain gives the stone'
2. 'ouvabraz zaaa jaz' = 'The stone gives the fire'
3. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ou' → 'ouvou'
4. 'zaaa ei ou' = 'The fire sees the star'
5. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ejejza' → 'ouvejejza'
6. 'aa ejejza ouz' = 'The mountain runs the child'
7. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ouz' → 'ouvouz'
8. Rule: To negate a word, change all 'ei' to 'ou'. 'ei' → 'ou'
9. Rule: To negate a word, change all 'ei' to 'ou'. 'ebrvou' → 'ebrvou'
10. 'ebrvou ei ouz' = 'The tree runs the star'
11. Rule: To make a word plural, add 'aav' at the beginning. 'aa' → 'aavaa'
12. 'a ouvabraz ou' = 'The river sees the stone'

Word order: Subject-Object-Verb (SOV)
Vocabulary:
  jaavei = cat
  ebrvou = tree
  a = river
  ouvabraz = stone
  zaaa = fire
  ejejza = child
  ouz = runs
  ou = sees
  abrvaajjaaz = takes
  jaz = gives
",Translate to English: 'jaavei ouvabraz jaz',The cat gives the stone,translate,,,
zs_2_2_7,2,zero_shot,"Examples from an alien language:

1. 'aa ouvabraz jaz' = 'The mountain gives the stone'
2. 'ouvabraz zaaa jaz' = 'The stone gives the fire'
3. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ou' → 'ouvou'
4. 'zaaa ei ou' = 'The fire sees the star'
5. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ejejza' → 'ouvejejza'
6. 'aa ejejza ouz' = 'The mountain runs the child'
7. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ouz' → 'ouvouz'
8. Rule: To negate a word, change all 'ei' to 'ou'. 'ei' → 'ou'
9. Rule: To negate a word, change all 'ei' to 'ou'. 'ebrvou' → 'ebrvou'
10. 'ebrvou ei ouz' = 'The tree runs the star'
11. Rule: To make a word plural, add 'aav' at the beginning. 'aa' → 'aavaa'
12. 'a ouvabraz ou' = 'The river sees the stone'

Word order: Subject-Object-Verb (SOV)
Vocabulary:
  jaavei = cat
  ebrvou = tree
  a = river
  ouvabraz = stone
  zaaa = fire
  ejejza = child
  ouz = runs
  ou = sees
  abrvaajjaaz = takes
  jaz = gives
",Is this grammatically correct? 'zaaa ouz ejejza' Answer yes/no.,no,judge,,,
zs_2_2_8,2,zero_shot,"Examples from an alien language:

1. 'aa ouvabraz jaz' = 'The mountain gives the stone'
2. 'ouvabraz zaaa jaz' = 'The stone gives the fire'
3. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ou' → 'ouvou'
4. 'zaaa ei ou' = 'The fire sees the star'
5. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ejejza' → 'ouvejejza'
6. 'aa ejejza ouz' = 'The mountain runs the child'
7. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ouz' → 'ouvouz'
8. Rule: To negate a word, change all 'ei' to 'ou'. 'ei' → 'ou'
9. Rule: To negate a word, change all 'ei' to 'ou'. 'ebrvou' → 'ebrvou'
10. 'ebrvou ei ouz' = 'The tree runs the star'
11. Rule: To make a word plural, add 'aav' at the beginning. 'aa' → 'aavaa'
12. 'a ouvabraz ou' = 'The river sees the stone'

Word order: Subject-Object-Verb (SOV)
Vocabulary:
  jaavei = cat
  ebrvou = tree
  a = river
  ouvabraz = stone
  zaaa = fire
  ejejza = child
  ouz = runs
  ou = sees
  abrvaajjaaz = takes
  jaz = gives
","Apply 'To make a word plural, add 'aav' at the beginning' to 'ouvabraz'",aavouvabraz,transform,,,
zs_2_2_9,2,zero_shot,"Examples from an alien language:

1. 'aa ouvabraz jaz' = 'The mountain gives the stone'
2. 'ouvabraz zaaa jaz' = 'The stone gives the fire'
3. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ou' → 'ouvou'
4. 'zaaa ei ou' = 'The fire sees the star'
5. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ejejza' → 'ouvejejza'
6. 'aa ejejza ouz' = 'The mountain runs the child'
7. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ouz' → 'ouvouz'
8. Rule: To negate a word, change all 'ei' to 'ou'. 'ei' → 'ou'
9. Rule: To negate a word, change all 'ei' to 'ou'. 'ebrvou' → 'ebrvou'
10. 'ebrvou ei ouz' = 'The tree runs the star'
11. Rule: To make a word plural, add 'aav' at the beginning. 'aa' → 'aavaa'
12. 'a ouvabraz ou' = 'The river sees the stone'

Word order: Subject-Object-Verb (SOV)
Vocabulary:
  jaavei = cat
  ebrvou = tree
  a = river
  ouvabraz = stone
  zaaa = fire
  ejejza = child
  ouz = runs
  ou = sees
  abrvaajjaaz = takes
  jaz = gives
",Is this grammatically correct? 'ouvabraz zaaa ou' Answer yes/no.,yes,judge,,,
fb_2_2_0,2,feedback,"Examples from an alien language:

1. 'aa ouvabraz jaz' = 'The mountain gives the stone'
2. 'ouvabraz zaaa jaz' = 'The stone gives the fire'
3. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ou' → 'ouvou'
4. 'zaaa ei ou' = 'The fire sees the star'
5. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ejejza' → 'ouvejejza'
6. 'aa ejejza ouz' = 'The mountain runs the child'
7. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ouz' → 'ouvouz'
8. Rule: To negate a word, change all 'ei' to 'ou'. 'ei' → 'ou'
9. Rule: To negate a word, change all 'ei' to 'ou'. 'ebrvou' → 'ebrvou'
10. 'ebrvou ei ouz' = 'The tree runs the star'
11. Rule: To make a word plural, add 'aav' at the beginning. 'aa' → 'aavaa'
12. 'a ouvabraz ou' = 'The river sees the stone'

Word order: Subject-Object-Verb (SOV)
Vocabulary:
  jaavei = cat
  ebrvou = tree
  a = river
  ouvabraz = stone
  zaaa = fire
  ejejza = child
  ouz = runs
  ou = sees
  abrvaajjaaz = takes
  jaz = gives
",Translate to English: 'ouvabraz aa ouz',The stone runs the mountain,translate,Translate to English: 'a jaavei ou',The river sees the cat,The mountain breaks the fire
fb_2_2_1,2,feedback,"Examples from an alien language:

1. 'aa ouvabraz jaz' = 'The mountain gives the stone'
2. 'ouvabraz zaaa jaz' = 'The stone gives the fire'
3. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ou' → 'ouvou'
4. 'zaaa ei ou' = 'The fire sees the star'
5. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ejejza' → 'ouvejejza'
6. 'aa ejejza ouz' = 'The mountain runs the child'
7. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ouz' → 'ouvouz'
8. Rule: To negate a word, change all 'ei' to 'ou'. 'ei' → 'ou'
9. Rule: To negate a word, change all 'ei' to 'ou'. 'ebrvou' → 'ebrvou'
10. 'ebrvou ei ouz' = 'The tree runs the star'
11. Rule: To make a word plural, add 'aav' at the beginning. 'aa' → 'aavaa'
12. 'a ouvabraz ou' = 'The river sees the stone'

Word order: Subject-Object-Verb (SOV)
Vocabulary:
  jaavei = cat
  ebrvou = tree
  a = river
  ouvabraz = stone
  zaaa = fire
  ejejza = child
  ouz = runs
  ou = sees
  abrvaajjaaz = takes
  jaz = gives
","Apply 'To negate a word, change all 'ei' to 'ou'' to 'ebrvou'",ebrvou,transform,"Apply 'To negate a word, change all 'ei' to 'ou'' to 'ouvabraz'",ouvabraz,zarbavuo
fb_2_2_2,2,feedback,"Examples from an alien language:

1. 'aa ouvabraz jaz' = 'The mountain gives the stone'
2. 'ouvabraz zaaa jaz' = 'The stone gives the fire'
3. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ou' → 'ouvou'
4. 'zaaa ei ou' = 'The fire sees the star'
5. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ejejza' → 'ouvejejza'
6. 'aa ejejza ouz' = 'The mountain runs the child'
7. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ouz' → 'ouvouz'
8. Rule: To negate a word, change all 'ei' to 'ou'. 'ei' → 'ou'
9. Rule: To negate a word, change all 'ei' to 'ou'. 'ebrvou' → 'ebrvou'
10. 'ebrvou ei ouz' = 'The tree runs the star'
11. Rule: To make a word plural, add 'aav' at the beginning. 'aa' → 'aavaa'
12. 'a ouvabraz ou' = 'The river sees the stone'

Word order: Subject-Object-Verb (SOV)
Vocabulary:
  jaavei = cat
  ebrvou = tree
  a = river
  ouvabraz = stone
  zaaa = fire
  ejejza = child
  ouz = runs
  ou = sees
  abrvaajjaaz = takes
  jaz = gives
",Translate to English: 'zaaa a abrvaajjaaz',The fire takes the river,translate,Translate to English: 'ejejza zaaa ou',The child sees the fire,The mountain breaks the fire
fb_2_2_3,2,feedback,"Examples from an alien language:

1. 'aa ouvabraz jaz' = 'The mountain gives the stone'
2. 'ouvabraz zaaa jaz' = 'The stone gives the fire'
3. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ou' → 'ouvou'
4. 'zaaa ei ou' = 'The fire sees the star'
5. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ejejza' → 'ouvejejza'
6. 'aa ejejza ouz' = 'The mountain runs the child'
7. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ouz' → 'ouvouz'
8. Rule: To negate a word, change all 'ei' to 'ou'. 'ei' → 'ou'
9. Rule: To negate a word, change all 'ei' to 'ou'. 'ebrvou' → 'ebrvou'
10. 'ebrvou ei ouz' = 'The tree runs the star'
11. Rule: To make a word plural, add 'aav' at the beginning. 'aa' → 'aavaa'
12. 'a ouvabraz ou' = 'The river sees the stone'

Word order: Subject-Object-Verb (SOV)
Vocabulary:
  jaavei = cat
  ebrvou = tree
  a = river
  ouvabraz = stone
  zaaa = fire
  ejejza = child
  ouz = runs
  ou = sees
  abrvaajjaaz = takes
  jaz = gives
",Is this grammatically correct? 'ouz zaaa aa' Answer yes/no.,no,judge,Is this grammatically correct? 'ejejza jaz a' Answer yes/no.,no,yes
fb_2_2_4,2,feedback,"Examples from an alien language:

1. 'aa ouvabraz jaz' = 'The mountain gives the stone'
2. 'ouvabraz zaaa jaz' = 'The stone gives the fire'
3. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ou' → 'ouvou'
4. 'zaaa ei ou' = 'The fire sees the star'
5. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ejejza' → 'ouvejejza'
6. 'aa ejejza ouz' = 'The mountain runs the child'
7. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ouz' → 'ouvouz'
8. Rule: To negate a word, change all 'ei' to 'ou'. 'ei' → 'ou'
9. Rule: To negate a word, change all 'ei' to 'ou'. 'ebrvou' → 'ebrvou'
10. 'ebrvou ei ouz' = 'The tree runs the star'
11. Rule: To make a word plural, add 'aav' at the beginning. 'aa' → 'aavaa'
12. 'a ouvabraz ou' = 'The river sees the stone'

Word order: Subject-Object-Verb (SOV)
Vocabulary:
  jaavei = cat
  ebrvou = tree
  a = river
  ouvabraz = stone
  zaaa = fire
  ejejza = child
  ouz = runs
  ou = sees
  abrvaajjaaz = takes
  jaz = gives
",Is this grammatically correct? 'abrvaajjaaz jaavei ejejza' Answer yes/no.,no,judge,Is this grammatically correct? 'ebrvou zaaa ou' Answer yes/no.,yes,no
re_2_2_0,2,extrapolation,"Examples from an alien language:

1. 'aa ouvabraz jaz' = 'The mountain gives the stone'
2. 'ouvabraz zaaa jaz' = 'The stone gives the fire'
3. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ou' → 'ouvou'
4. 'zaaa ei ou' = 'The fire sees the star'
5. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ejejza' → 'ouvejejza'
6. 'aa ejejza ouz' = 'The mountain runs the child'
7. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ouz' → 'ouvouz'
8. Rule: To negate a word, change all 'ei' to 'ou'. 'ei' → 'ou'
9. Rule: To negate a word, change all 'ei' to 'ou'. 'ebrvou' → 'ebrvou'
10. 'ebrvou ei ouz' = 'The tree runs the star'
11. Rule: To make a word plural, add 'aav' at the beginning. 'aa' → 'aavaa'
12. 'a ouvabraz ou' = 'The river sees the stone'

Word order: Subject-Object-Verb (SOV)
Vocabulary:
  jaavei = cat
  ebrvou = tree
  a = river
  ouvabraz = stone
  zaaa = fire
  ejejza = child
  ouz = runs
  ou = sees
  abrvaajjaaz = takes
  jaz = gives
",Apply the same pattern to 'abrvaajjaaz'. What is the result?,abrvaajjaaz,transform,,,"Observe this pattern:
  'jaavei' → 'jaavou'
  'aa' → 'aa'
  'zaazbrezvebr' → 'zaazbrezvebr'
"
re_2_2_1,2,extrapolation,"Examples from an alien language:

1. 'aa ouvabraz jaz' = 'The mountain gives the stone'
2. 'ouvabraz zaaa jaz' = 'The stone gives the fire'
3. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ou' → 'ouvou'
4. 'zaaa ei ou' = 'The fire sees the star'
5. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ejejza' → 'ouvejejza'
6. 'aa ejejza ouz' = 'The mountain runs the child'
7. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ouz' → 'ouvouz'
8. Rule: To negate a word, change all 'ei' to 'ou'. 'ei' → 'ou'
9. Rule: To negate a word, change all 'ei' to 'ou'. 'ebrvou' → 'ebrvou'
10. 'ebrvou ei ouz' = 'The tree runs the star'
11. Rule: To make a word plural, add 'aav' at the beginning. 'aa' → 'aavaa'
12. 'a ouvabraz ou' = 'The river sees the stone'

Word order: Subject-Object-Verb (SOV)
Vocabulary:
  jaavei = cat
  ebrvou = tree
  a = river
  ouvabraz = stone
  zaaa = fire
  ejejza = child
  ouz = runs
  ou = sees
  abrvaajjaaz = takes
  jaz = gives
",Apply the same pattern to 'ebrvou'. What is the result?,ouvebrvou,transform,,,"Observe this pattern:
  'ouvabraz' → 'ouvouvabraz'
  'ouz' → 'ouvouz'
  'a' → 'ouva'
"
re_2_2_2,2,extrapolation,"Examples from an alien language:

1. 'aa ouvabraz jaz' = 'The mountain gives the stone'
2. 'ouvabraz zaaa jaz' = 'The stone gives the fire'
3. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ou' → 'ouvou'
4. 'zaaa ei ou' = 'The fire sees the star'
5. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ejejza' → 'ouvejejza'
6. 'aa ejejza ouz' = 'The mountain runs the child'
7. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ouz' → 'ouvouz'
8. Rule: To negate a word, change all 'ei' to 'ou'. 'ei' → 'ou'
9. Rule: To negate a word, change all 'ei' to 'ou'. 'ebrvou' → 'ebrvou'
10. 'ebrvou ei ouz' = 'The tree runs the star'
11. Rule: To make a word plural, add 'aav' at the beginning. 'aa' → 'aavaa'
12. 'a ouvabraz ou' = 'The river sees the stone'

Word order: Subject-Object-Verb (SOV)
Vocabulary:
  jaavei = cat
  ebrvou = tree
  a = river
  ouvabraz = stone
  zaaa = fire
  ejejza = child
  ouz = runs
  ou = sees
  abrvaajjaaz = takes
  jaz = gives
",Apply the same pattern to 'jaz'. What is the result?,aavjaz,transform,,,"Observe this pattern:
  'ouz' → 'aavouz'
  'jaavei' → 'aavjaavei'
  'aa' → 'aavaa'
"
re_2_2_3,2,extrapolation,"Examples from an alien language:

1. 'aa ouvabraz jaz' = 'The mountain gives the stone'
2. 'ouvabraz zaaa jaz' = 'The stone gives the fire'
3. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ou' → 'ouvou'
4. 'zaaa ei ou' = 'The fire sees the star'
5. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ejejza' → 'ouvejejza'
6. 'aa ejejza ouz' = 'The mountain runs the child'
7. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ouz' → 'ouvouz'
8. Rule: To negate a word, change all 'ei' to 'ou'. 'ei' → 'ou'
9. Rule: To negate a word, change all 'ei' to 'ou'. 'ebrvou' → 'ebrvou'
10. 'ebrvou ei ouz' = 'The tree runs the star'
11. Rule: To make a word plural, add 'aav' at the beginning. 'aa' → 'aavaa'
12. 'a ouvabraz ou' = 'The river sees the stone'

Word order: Subject-Object-Verb (SOV)
Vocabulary:
  jaavei = cat
  ebrvou = tree
  a = river
  ouvabraz = stone
  zaaa = fire
  ejejza = child
  ouz = runs
  ou = sees
  abrvaajjaaz = takes
  jaz = gives
",Apply the same pattern to 'ou'. What is the result?,ou,transform,,,"Observe this pattern:
  'ouz' → 'ouz'
  'a' → 'a'
  'jaz' → 'jaz'
"
re_2_2_4,2,extrapolation,"Examples from an alien language:

1. 'aa ouvabraz jaz' = 'The mountain gives the stone'
2. 'ouvabraz zaaa jaz' = 'The stone gives the fire'
3. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ou' → 'ouvou'
4. 'zaaa ei ou' = 'The fire sees the star'
5. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ejejza' → 'ouvejejza'
6. 'aa ejejza ouz' = 'The mountain runs the child'
7. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ouz' → 'ouvouz'
8. Rule: To negate a word, change all 'ei' to 'ou'. 'ei' → 'ou'
9. Rule: To negate a word, change all 'ei' to 'ou'. 'ebrvou' → 'ebrvou'
10. 'ebrvou ei ouz' = 'The tree runs the star'
11. Rule: To make a word plural, add 'aav' at the beginning. 'aa' → 'aavaa'
12. 'a ouvabraz ou' = 'The river sees the stone'

Word order: Subject-Object-Verb (SOV)
Vocabulary:
  jaavei = cat
  ebrvou = tree
  a = river
  ouvabraz = stone
  zaaa = fire
  ejejza = child
  ouz = runs
  ou = sees
  abrvaajjaaz = takes
  jaz = gives
",Apply the same pattern to 'jaz'. What is the result?,ouvjaz,transform,,,"Observe this pattern:
  'zaaa' → 'ouvzaaa'
  'abrvaajjaaz' → 'ouvabrvaajjaaz'
  'ejejza' → 'ouvejejza'
"
cg_2_2_0,2,compositional,"Examples from an alien language:

1. 'aa ouvabraz jaz' = 'The mountain gives the stone'
2. 'ouvabraz zaaa jaz' = 'The stone gives the fire'
3. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ou' → 'ouvou'
4. 'zaaa ei ou' = 'The fire sees the star'
5. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ejejza' → 'ouvejejza'
6. 'aa ejejza ouz' = 'The mountain runs the child'
7. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ouz' → 'ouvouz'
8. Rule: To negate a word, change all 'ei' to 'ou'. 'ei' → 'ou'
9. Rule: To negate a word, change all 'ei' to 'ou'. 'ebrvou' → 'ebrvou'
10. 'ebrvou ei ouz' = 'The tree runs the star'
11. Rule: To make a word plural, add 'aav' at the beginning. 'aa' → 'aavaa'
12. 'a ouvabraz ou' = 'The river sees the stone'

Word order: Subject-Object-Verb (SOV)
Vocabulary:
  jaavei = cat
  ebrvou = tree
  a = river
  ouvabraz = stone
  zaaa = fire
  ejejza = child
  ouz = runs
  ou = sees
  abrvaajjaaz = takes
  jaz = gives
","Apply BOTH of these rules to 'aa' in order:
  Rule 1: To negate a word, change all 'ei' to 'ou'
  Rule 2: To make a verb past tense, add 'ouv' at the beginning
What is the final result after applying both rules?",ouvaa,transform,,,
cg_2_2_1,2,compositional,"Examples from an alien language:

1. 'aa ouvabraz jaz' = 'The mountain gives the stone'
2. 'ouvabraz zaaa jaz' = 'The stone gives the fire'
3. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ou' → 'ouvou'
4. 'zaaa ei ou' = 'The fire sees the star'
5. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ejejza' → 'ouvejejza'
6. 'aa ejejza ouz' = 'The mountain runs the child'
7. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ouz' → 'ouvouz'
8. Rule: To negate a word, change all 'ei' to 'ou'. 'ei' → 'ou'
9. Rule: To negate a word, change all 'ei' to 'ou'. 'ebrvou' → 'ebrvou'
10. 'ebrvou ei ouz' = 'The tree runs the star'
11. Rule: To make a word plural, add 'aav' at the beginning. 'aa' → 'aavaa'
12. 'a ouvabraz ou' = 'The river sees the stone'

Word order: Subject-Object-Verb (SOV)
Vocabulary:
  jaavei = cat
  ebrvou = tree
  a = river
  ouvabraz = stone
  zaaa = fire
  ejejza = child
  ouz = runs
  ou = sees
  abrvaajjaaz = takes
  jaz = gives
","Apply BOTH of these rules to 'abrvaajjaaz' in order:
  Rule 1: To make a verb past tense, add 'ouv' at the beginning
  Rule 2: To make a word plural, add 'aav' at the beginning
What is the final result after applying both rules?",aavouvabrvaajjaaz,transform,,,
cg_2_2_2,2,compositional,"Examples from an alien language:

1. 'aa ouvabraz jaz' = 'The mountain gives the stone'
2. 'ouvabraz zaaa jaz' = 'The stone gives the fire'
3. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ou' → 'ouvou'
4. 'zaaa ei ou' = 'The fire sees the star'
5. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ejejza' → 'ouvejejza'
6. 'aa ejejza ouz' = 'The mountain runs the child'
7. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ouz' → 'ouvouz'
8. Rule: To negate a word, change all 'ei' to 'ou'. 'ei' → 'ou'
9. Rule: To negate a word, change all 'ei' to 'ou'. 'ebrvou' → 'ebrvou'
10. 'ebrvou ei ouz' = 'The tree runs the star'
11. Rule: To make a word plural, add 'aav' at the beginning. 'aa' → 'aavaa'
12. 'a ouvabraz ou' = 'The river sees the stone'

Word order: Subject-Object-Verb (SOV)
Vocabulary:
  jaavei = cat
  ebrvou = tree
  a = river
  ouvabraz = stone
  zaaa = fire
  ejejza = child
  ouz = runs
  ou = sees
  abrvaajjaaz = takes
  jaz = gives
","Apply BOTH of these rules to 'ebrvou' in order:
  Rule 1: To make a word plural, add 'aav' at the beginning
  Rule 2: To negate a word, change all 'ei' to 'ou'
What is the final result after applying both rules?",aavebrvou,transform,,,
lc_2_2_2,2,learning_curve,"Examples from an alien language (2 examples):

1. 'ebrvou ouvabraz jaz' = 'The tree gives the stone'
2. Rule: To make a word plural, add 'aav' at the beginning. 'ou' → 'aavou'

Word order: Subject-Object-Verb (SOV)
Vocabulary:
  jaavei = cat
  ebrvou = tree
  a = river
  ouvabraz = stone
  zaaa = fire
  ejejza = child
  ouz = runs
  ou = sees
  abrvaajjaaz = takes
  jaz = gives
",Translate to English: 'jaavei ejejza ou',The cat sees the child,translate,,,2
lc_2_2_4,2,learning_curve,"Examples from an alien language (4 examples):

1. Rule: To make a word plural, add 'aav' at the beginning. 'ouvabraz' → 'aavouvabraz'
2. 'ebrvou jaavei ouz' = 'The tree runs the cat'
3. Rule: To make a verb past tense, add 'ouv' at the beginning. 'aa' → 'ouvaa'
4. 'aa zaaa ou' = 'The mountain sees the fire'

Word order: Subject-Object-Verb (SOV)
Vocabulary:
  jaavei = cat
  ebrvou = tree
  a = river
  ouvabraz = stone
  zaaa = fire
  ejejza = child
  ouz = runs
  ou = sees
  abrvaajjaaz = takes
  jaz = gives
",Translate to English: 'jaavei ejejza ou',The cat sees the child,translate,,,4
lc_2_2_8,2,learning_curve,"Examples from an alien language (8 examples):

1. Rule: To make a word plural, add 'aav' at the beginning. 'ouz' → 'aavouz'
2. 'a ei abrvaajjaaz' = 'The river takes the star'
3. 'ouvabraz ouvabraz ou' = 'The stone sees the stone'
4. 'zaaa ejejza ouz' = 'The fire runs the child'
5. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ouz' → 'ouvouz'
6. 'ouvabraz ejejza jaz' = 'The stone gives the child'
7. 'ouvabraz ebrvou ouz' = 'The stone runs the tree'
8. Rule: To make a verb past tense, add 'ouv' at the beginning. 'ebrvou' → 'ouvebrvou'

Word order: Subject-Object-Verb (SOV)
Vocabulary:
  jaavei = cat
  ebrvou = tree
  a = river
  ouvabraz = stone
  zaaa = fire
  ejejza = child
  ouz = runs
  ou = sees
  abrvaajjaaz = takes
  jaz = gives
",Translate to English: 'jaavei ejejza ou',The cat sees the child,translate,,,8
lc_2_2_12,2,learning_curve,"Examples from an alien language (12 examples):

1. 'zaaa aa ouz' = 'The fire runs the mountain'
2. Rule: To negate a word, change all 'ei' to 'ou'. 'ebrvou' → 'ebrvou'
3. 'ouvabraz ouvabraz abrvaajjaaz' = 'The stone takes the stone'
4. 'ei jaavei ou' = 'The star sees the cat'
5. 'ejejza aa zaazbrezvebr' = 'The child knows the mountain'
6. 'zaaa ouvabraz jaz' = 'The fire gives the stone'
7. 'ouvabraz aa abrvaajjaaz' = 'The stone takes the mountain'
8. Rule: To make a word plural, add 'aav' at the beginning. 'zaazbrezvebr' → 'aavzaazbrezvebr'
9. Rule: To make a word plural, add 'aav' at the beginning. 'aa' → 'aavaa'
10. Rule: To make a word plural, add 'aav' at the beginning. 'ouvabraz' → 'aavouvabraz'
11. 'a jaavei jaz' = 'The river gives the cat'
12. 'jaavei ejejza jaz' = 'The cat gives the child'

Word order: Subject-Object-Verb (SOV)
Vocabulary:
  jaavei = cat
  ebrvou = tree
  a = river
  ouvabraz = stone
  zaaa = fire
  ejejza = child
  ouz = runs
  ou = sees
  abrvaajjaaz = takes
  jaz = gives
",Translate to English: 'jaavei ejejza ou',The cat sees the child,translate,,,12
