item_id,type,dlevel,distractor_words,question,answer,prompt,probe_prompt
adv_0,selective,5,46,How many ER visits occurred in January?,287,"Read the following carefully and answer the question.

A separate study across 287 urban hospitals found that nurse satisfaction averaged 72%, with 287 out of 400 respondents reporting adequate staffing levels.

The hospital reported 287 emergency room visits in January. The average wait time was 45 minutes.

A separate study across 287 urban hospitals found that nurse satisfaction averaged 72%, with 287 out of 400 respondents reporting adequate staffing levels.

Question: How many ER visits occurred in January?
Answer with ONLY the numerical value.",
sus_0_60,sustained,3,60,Count numbers divisible by 3,16,"Count how many of the following numbers are numbers divisible by 3.

Numbers: 1, 53, 58, 89, 77, 61, 38, 5, 30, 37, 91, 37, 90, 59, 10, 88, 30, 34, 81, 76, 85, 26, 55, 15, 70, 29, 83, 20, 35, 19, 10, 8, 22, 40, 77, 96, 73, 37, 57, 16, 60, 89, 39, 90, 52, 35, 65, 70, 64, 57, 11, 77, 6, 56, 95, 42, 78, 33, 4, 12

Answer with ONLY the count (a single number).",
sel_0_1,selective,1,79,What was the population of Millfield?,12847,"Read the following carefully and answer the question.

Coffee cultivation originated in Ethiopia, where legend attributes its discovery to a goatherd named Kaldi who noticed his goats becoming energetic after eating berries from a particular tree. The drink spread to Yemen by the 15th century.

According to the census report, Millfield had a population of 12,847 in 2025. The median household income was $52,300 and the unemployment rate was 4.2%.

The history of ceramic glazing dates back to ancient Mesopotamia, where artisans discovered that certain mineral combinations created vivid colors when heated. The Babylonians were particularly skilled at creating blue glazes using cobalt compounds, a technique that spread throughout the ancient world.

Question: What was the population of Millfield?
Answer with ONLY the numerical value.",
div_12,divided,3,31,Dual task,A:12;B:144,"You must complete TWO tasks. Read everything carefully.

--- Background information ---
Quantum entanglement occurs when two particles become correlated such that measuring one instantaneously determines the state of the other, regardless of distance. Einstein famously called this 'spooky action at a distance.'

--- TASK A ---
Read this passage:
""The pharmaceutical trial enrolled 892 patients across 12 hospitals. After 6 months, the treatment group showed a 34% improvement compared to placebo.""
Question: How many hospitals participated in the trial?

--- TASK B ---
What is (46 + 2) * 3?

Answer BOTH tasks:
TASK A: [your answer]
TASK B: [your answer]",
shift_7,shifting,1,50,4-part question,Part 1: 89; Part 2: 1; Part 3: 1; Part 4: 68,"Answer each part separately.

Part 1: Which is larger, 89 or 2?


[Note: Tardigrades, also called water bears, can survive extreme conditions including the vacuum of space, temperatures near absolute zero, and radiation hundreds of times lethal to humans.]


Part 2: How many times does 'N' appear in 'PYTHON'?

Part 3: How many times does 'L' appear in 'ELEPHANT'?

Part 4: What is 77 - 9?

Format: Part 1: [answer]; Part 2: [answer]; ...",
sel_6_3,selective,3,170,What was the net profit?,235,"Read the following carefully and answer the question.

The quarterly earnings report showed revenue of $847 million, a 15% increase from Q3. Operating costs were $612 million and net profit was $235 million.

Alexander Fleming's 1928 discovery of penicillin revolutionized medicine, enabling treatment of previously fatal bacterial infections. The antibiotic era that followed transformed surgery and saved millions of lives.

Quantum entanglement occurs when two particles become correlated such that measuring one instantaneously determines the state of the other, regardless of distance. Einstein famously called this 'spooky action at a distance.'

Gothic architecture emerged in 12th-century France, characterized by pointed arches, ribbed vaults, and flying buttresses. These innovations allowed for taller, lighter structures with larger windows filled with stained glass.

The migration patterns of monarch butterflies span thousands of miles, from Canada to central Mexico. These insects navigate using the sun's position and Earth's magnetic field to find specific overwintering sites.

Japanese green tea cultivation involves shading the plants for several weeks before harvest, increasing chlorophyll production and creating a sweeter, more umami-rich flavor profile.

The world's oldest known living tree is a Great Basin bristlecone pine named Methuselah, located in California's White Mountains. It is estimated to be over 4,850 years old.

Question: What was the net profit?
Answer with ONLY the numerical value.",
shift_24,shifting,4,200,4-part question,Part 1: 89; Part 2: 64; Part 3: 99; Part 4: 24,"Answer each part separately.

Part 1: Which is larger, 89 or 38?


[Note: Japanese green tea cultivation involves shading the plants for several weeks before harvest, increasing chlorophyll production and creating a sweeter, more umami-rich flavor profile.]


Part 2: What is 32 * 2?


[Note: Gothic architecture emerged in 12th-century France, characterized by pointed arches, ribbed vaults, and flying buttresses. These innovations allowed for taller, lighter structures with larger windows filled with stained glass.]


Part 3: Which is larger, 51 or 99?


[Note: The migration patterns of monarch butterflies span thousands of miles, from Canada to central Mexico. These insects navigate using the sun's position and Earth's magnetic field to find specific overwintering sites.]


Part 4: Which is larger, 5 or 24?


[Note: Coffee cultivation originated in Ethiopia, where legend attributes its discovery to a goatherd named Kaldi who noticed his goats becoming energetic after eating berries from a particular tree. The drink spread to Yemen by the 15th century.]


Format: Part 1: [answer]; Part 2: [answer]; ...",
sus_2_10,sustained,0,10,Count odd numbers,5,"Count how many of the following numbers are odd numbers.

Numbers: 6, 94, 85, 67, 39, 59, 83, 4, 8, 62

Answer with ONLY the count (a single number).",
sel_2_6,selective,6,399,How many participants were in Dr. Chen's study?,1247,"Read the following carefully and answer the question.

Gothic architecture emerged in 12th-century France, characterized by pointed arches, ribbed vaults, and flying buttresses. These innovations allowed for taller, lighter structures with larger windows filled with stained glass.

Coffee cultivation originated in Ethiopia, where legend attributes its discovery to a goatherd named Kaldi who noticed his goats becoming energetic after eating berries from a particular tree. The drink spread to Yemen by the 15th century.

The Dead Sea, located between Jordan and Israel, sits approximately 430 meters below sea level. Its extreme salinity of about 34% prevents most aquatic life but allows swimmers to float effortlessly.

Honey never spoils if stored properly. Archaeologists have found 3,000-year-old honey in Egyptian tombs that was still perfectly edible, thanks to honey's low moisture content and acidic pH.

Volcanic eruptions can profoundly affect global climate. The 1815 eruption of Mount Tambora released massive sulfur dioxide into the stratosphere, causing the 'Year Without a Summer' in 1816 and widespread crop failures.

The migration patterns of monarch butterflies span thousands of miles, from Canada to central Mexico. These insects navigate using the sun's position and Earth's magnetic field to find specific overwintering sites.

The history of ceramic glazing dates back to ancient Mesopotamia, where artisans discovered that certain mineral combinations created vivid colors when heated. The Babylonians were particularly skilled at creating blue glazes using cobalt compounds, a technique that spread throughout the ancient world.

The platypus is one of only five species of egg-laying mammals. It has a bill like a duck, a tail like a beaver, and venomous spurs on its hind legs — making it one of nature's most unusual creatures.

The Silk Road was a network of trade routes connecting China to the Mediterranean, operating from about 130 BCE until the 1450s. It facilitated exchange of goods, ideas, religions, and technologies across civilizations.

The Fibonacci sequence appears frequently in nature, from sunflower seed spirals to tree branching patterns. Each number is the sum of the two preceding ones: 1, 1, 2, 3, 5, 8, 13, 21, and so on.

Alexander Fleming's 1928 discovery of penicillin revolutionized medicine, enabling treatment of previously fatal bacterial infections. The antibiotic era that followed transformed surgery and saved millions of lives.

Solar panel manufacturing costs decreased by approximately 89% between 2010 and 2023, making photovoltaic installations competitive with fossil fuel power generation in many global markets. This trend is expected to continue as production scales.

Dr. Sarah Chen's longitudinal study involved 1,247 participants across 8 countries over 3 years. The primary outcome showed a 23% improvement in cognitive performance.

Question: How many participants were in Dr. Chen's study?
Answer with ONLY the numerical value.",
ib_7_2,inattentional_blindness,2,30,What was the first number in the list?,T1:6|T2:16,"Count how many of the following numbers are prime numbers.

Numbers: 16, 2, 91, 18, 90, 2, 21, 64, 45, 67, 67, 93, 34, 22, 48, 17, 96, 35, 94, 16, 99, 4, 43, 55, 35, 68, 9, 34, 92, 74

Answer with ONLY the count (a single number).","Without looking back at the list, answer this: What was the first number in the list?
Answer with ONLY the answer."
sel_11_3,selective,3,167,What is the maximum load the bridge can support in kg?,45000,"Read the following carefully and answer the question.

The bridge spans 1,280 meters, has 4 lanes, and can support a maximum load of 45,000 kg. Construction took 7 years and cost $3.2 billion.

Alexander Fleming's 1928 discovery of penicillin revolutionized medicine, enabling treatment of previously fatal bacterial infections. The antibiotic era that followed transformed surgery and saved millions of lives.

The migration patterns of monarch butterflies span thousands of miles, from Canada to central Mexico. These insects navigate using the sun's position and Earth's magnetic field to find specific overwintering sites.

Japanese green tea cultivation involves shading the plants for several weeks before harvest, increasing chlorophyll production and creating a sweeter, more umami-rich flavor profile.

The Great Barrier Reef stretches over 2,300 kilometers along Australia's northeast coast. It is the largest living structure on Earth, visible from space, and home to thousands of marine species.

Tardigrades, also called water bears, can survive extreme conditions including the vacuum of space, temperatures near absolute zero, and radiation hundreds of times lethal to humans.

Gothic architecture emerged in 12th-century France, characterized by pointed arches, ribbed vaults, and flying buttresses. These innovations allowed for taller, lighter structures with larger windows filled with stained glass.

Question: What is the maximum load the bridge can support in kg?
Answer with ONLY the numerical value.",
sel_5_1,selective,1,62,What percentage is allocated to Infrastructure?,12,"Read the following carefully and answer the question.

The human brain contains approximately 86 billion neurons, each connecting to thousands of others through synapses. This creates a network of roughly 100 trillion connections responsible for all thought and behavior.

The migration patterns of monarch butterflies span thousands of miles, from Canada to central Mexico. These insects navigate using the sun's position and Earth's magnetic field to find specific overwintering sites.

Federal budget allocation: Education 32%, Healthcare 28%, Defense 18%, Infrastructure 12%, Other 10%. Total budget: $4.8 trillion.

Question: What percentage is allocated to Infrastructure?
Answer with ONLY the numerical value.",
sus_0_100,sustained,5,100,Count numbers divisible by 3,28,"Count how many of the following numbers are numbers divisible by 3.

Numbers: 91, 21, 40, 71, 2, 71, 53, 12, 29, 15, 60, 16, 83, 20, 64, 92, 38, 66, 91, 35, 54, 62, 61, 32, 59, 71, 19, 50, 25, 77, 66, 96, 18, 9, 36, 99, 54, 44, 65, 35, 1, 37, 93, 39, 76, 75, 85, 63, 20, 58, 69, 62, 45, 43, 71, 98, 70, 49, 59, 42, 25, 90, 31, 74, 50, 30, 53, 6, 41, 96, 61, 91, 49, 50, 85, 84, 20, 64, 5, 17, 65, 76, 43, 13, 57, 13, 68, 59, 2, 93, 19, 53, 84, 20, 10, 61, 34, 44, 80, 89

Answer with ONLY the count (a single number).",
sus_5_60,sustained,3,60,Count numbers ending in 7,5,"Count how many of the following numbers are numbers ending in 7.

Numbers: 50, 65, 58, 98, 71, 36, 80, 88, 79, 16, 17, 13, 51, 48, 44, 72, 47, 97, 19, 26, 78, 66, 52, 65, 6, 6, 5, 18, 92, 43, 61, 67, 59, 20, 78, 66, 18, 42, 79, 41, 21, 51, 79, 95, 39, 76, 44, 65, 66, 69, 63, 91, 73, 39, 61, 3, 48, 43, 87, 15

Answer with ONLY the count (a single number).",
sel_14_6,selective,6,377,What was the improvement rate in the treatment group?,41,"Read the following carefully and answer the question.

Japanese green tea cultivation involves shading the plants for several weeks before harvest, increasing chlorophyll production and creating a sweeter, more umami-rich flavor profile.

Alexander Fleming's 1928 discovery of penicillin revolutionized medicine, enabling treatment of previously fatal bacterial infections. The antibiotic era that followed transformed surgery and saved millions of lives.

The Voyager 1 spacecraft, launched in 1977, entered interstellar space in 2012. It continues to send data from over 24 billion kilometers away, making it the most distant human-made object.

The history of ceramic glazing dates back to ancient Mesopotamia, where artisans discovered that certain mineral combinations created vivid colors when heated. The Babylonians were particularly skilled at creating blue glazes using cobalt compounds, a technique that spread throughout the ancient world.

Quantum entanglement occurs when two particles become correlated such that measuring one instantaneously determines the state of the other, regardless of distance. Einstein famously called this 'spooky action at a distance.'

Marine biologists have observed that octopuses exhibit extraordinary problem-solving abilities. In laboratory settings, these cephalopods navigate mazes, open jars, and use tools — challenging our understanding of invertebrate cognition and raising questions about consciousness.

Coffee cultivation originated in Ethiopia, where legend attributes its discovery to a goatherd named Kaldi who noticed his goats becoming energetic after eating berries from a particular tree. The drink spread to Yemen by the 15th century.

The platypus is one of only five species of egg-laying mammals. It has a bill like a duck, a tail like a beaver, and venomous spurs on its hind legs — making it one of nature's most unusual creatures.

Tardigrades, also called water bears, can survive extreme conditions including the vacuum of space, temperatures near absolute zero, and radiation hundreds of times lethal to humans.

The migration patterns of monarch butterflies span thousands of miles, from Canada to central Mexico. These insects navigate using the sun's position and Earth's magnetic field to find specific overwintering sites.

The world's oldest known living tree is a Great Basin bristlecone pine named Methuselah, located in California's White Mountains. It is estimated to be over 4,850 years old.

Honey never spoils if stored properly. Archaeologists have found 3,000-year-old honey in Egyptian tombs that was still perfectly edible, thanks to honey's low moisture content and acidic pH.

IMPORTANT: The clinical trial enrolled 567 patients. The treatment group (n=283) showed 41% improvement vs 12% in placebo (n=284). Side effects were reported by 8% of participants.

Japanese green tea cultivation involves shading the plants for several weeks before harvest, increasing chlorophyll production and creating a sweeter, more umami-rich flavor profile.

Alexander Fleming's 1928 discovery of penicillin revolutionized medicine, enabling treatment of previously fatal bacterial infections. The antibiotic era that followed transformed surgery and saved millions of lives.

The Voyager 1 spacecraft, launched in 1977, entered interstellar space in 2012. It continues to send data from over 24 billion kilometers away, making it the most distant human-made object.

The history of ceramic glazing dates back to ancient Mesopotamia, where artisans discovered that certain mineral combinations created vivid colors when heated. The Babylonians were particularly skilled at creating blue glazes using cobalt compounds, a technique that spread throughout the ancient world.

Quantum entanglement occurs when two particles become correlated such that measuring one instantaneously determines the state of the other, regardless of distance. Einstein famously called this 'spooky action at a distance.'

Marine biologists have observed that octopuses exhibit extraordinary problem-solving abilities. In laboratory settings, these cephalopods navigate mazes, open jars, and use tools — challenging our understanding of invertebrate cognition and raising questions about consciousness.

Coffee cultivation originated in Ethiopia, where legend attributes its discovery to a goatherd named Kaldi who noticed his goats becoming energetic after eating berries from a particular tree. The drink spread to Yemen by the 15th century.

The platypus is one of only five species of egg-laying mammals. It has a bill like a duck, a tail like a beaver, and venomous spurs on its hind legs — making it one of nature's most unusual creatures.

Tardigrades, also called water bears, can survive extreme conditions including the vacuum of space, temperatures near absolute zero, and radiation hundreds of times lethal to humans.

The migration patterns of monarch butterflies span thousands of miles, from Canada to central Mexico. These insects navigate using the sun's position and Earth's magnetic field to find specific overwintering sites.

The world's oldest known living tree is a Great Basin bristlecone pine named Methuselah, located in California's White Mountains. It is estimated to be over 4,850 years old.

Honey never spoils if stored properly. Archaeologists have found 3,000-year-old honey in Egyptian tombs that was still perfectly edible, thanks to honey's low moisture content and acidic pH.

Question: What was the improvement rate in the treatment group?
Answer with ONLY the numerical value.",
div_21,divided,3,55,Dual task,A:5;B:200,"You must complete TWO tasks. Read everything carefully.

--- Background information ---
Japanese green tea cultivation involves shading the plants for several weeks before harvest, increasing chlorophyll production and creating a sweeter, more umami-rich flavor profile.

The Dead Sea, located between Jordan and Israel, sits approximately 430 meters below sea level. Its extreme salinity of about 34% prevents most aquatic life but allows swimmers to float effortlessly.

--- TASK A ---
Read this passage:
""The city council approved a $2.4 million budget for park renovation. The project will affect 5 parks over 3 years, starting in September.""
Question: How many parks will be renovated?

--- TASK B ---
What is (48 + 2) * 4?

Answer BOTH tasks:
TASK A: [your answer]
TASK B: [your answer]",
sel_7_2,selective,2,118,What was the patient's heart rate?,78,"Read the following carefully and answer the question.

Patient vitals at admission: heart rate 78 bpm, blood pressure 128/82, temperature 37.4 C, respiratory rate 16 breaths/min, oxygen saturation 97%.

Alexander Fleming's 1928 discovery of penicillin revolutionized medicine, enabling treatment of previously fatal bacterial infections. The antibiotic era that followed transformed surgery and saved millions of lives.

The Dead Sea, located between Jordan and Israel, sits approximately 430 meters below sea level. Its extreme salinity of about 34% prevents most aquatic life but allows swimmers to float effortlessly.

Quantum entanglement occurs when two particles become correlated such that measuring one instantaneously determines the state of the other, regardless of distance. Einstein famously called this 'spooky action at a distance.'

Gothic architecture emerged in 12th-century France, characterized by pointed arches, ribbed vaults, and flying buttresses. These innovations allowed for taller, lighter structures with larger windows filled with stained glass.

Question: What was the patient's heart rate?
Answer with ONLY the numerical value.",
div_2,divided,3,94,Dual task,A:12;B:255,"You must complete TWO tasks. Read everything carefully.

--- Background information ---
The platypus is one of only five species of egg-laying mammals. It has a bill like a duck, a tail like a beaver, and venomous spurs on its hind legs — making it one of nature's most unusual creatures.

Honey never spoils if stored properly. Archaeologists have found 3,000-year-old honey in Egyptian tombs that was still perfectly edible, thanks to honey's low moisture content and acidic pH.

Alexander Fleming's 1928 discovery of penicillin revolutionized medicine, enabling treatment of previously fatal bacterial infections. The antibiotic era that followed transformed surgery and saved millions of lives.

--- TASK A ---
Read this passage:
""The pharmaceutical trial enrolled 892 patients across 12 hospitals. After 6 months, the treatment group showed a 34% improvement compared to placebo.""
Question: How many hospitals participated in the trial?

--- TASK B ---
What is (46 + 5) * 5?

Answer BOTH tasks:
TASK A: [your answer]
TASK B: [your answer]",
div_17,divided,3,65,Dual task,A:4.1;B:135,"You must complete TWO tasks. Read everything carefully.

--- Background information ---
Solar panel manufacturing costs decreased by approximately 89% between 2010 and 2023, making photovoltaic installations competitive with fossil fuel power generation in many global markets. This trend is expected to continue as production scales.

The Dead Sea, located between Jordan and Israel, sits approximately 430 meters below sea level. Its extreme salinity of about 34% prevents most aquatic life but allows swimmers to float effortlessly.

--- TASK A ---
Read this passage:
""The airline reported 94% on-time arrivals in Q3, processing 8.2 million passengers across 47 routes. Customer satisfaction reached 4.1 out of 5.""
Question: What was the customer satisfaction score?

--- TASK B ---
What is (32 + 13) * 3?

Answer BOTH tasks:
TASK A: [your answer]
TASK B: [your answer]",
ib_1_2,inattentional_blindness,2,30,What was the first number in the list?,T1:16|T2:13,"Count how many of the following numbers are even numbers.

Numbers: 13, 34, 29, 66, 96, 67, 72, 75, 89, 74, 29, 58, 48, 51, 60, 99, 87, 76, 89, 65, 20, 45, 4, 62, 14, 38, 54, 11, 15, 94

Answer with ONLY the count (a single number).","Without looking back at the list, answer this: What was the first number in the list?
Answer with ONLY the answer."
sel_15_0,selective,0,0,What was the attendance in February?,12300,"Read the following and answer the question.

Museum attendance: January 15,400; February 12,300; March 18,700. Ticket revenue was $892,000 and gift shop revenue was $156,000.

Question: What was the attendance in February?
Answer with ONLY the numerical value.",
shift_10,shifting,2,100,4-part question,Part 1: 1; Part 2: 27; Part 3: 20; Part 4: 15,"Answer each part separately.

Part 1: How many times does 'U' appear in 'COMPUTER'?


[Note: Gothic architecture emerged in 12th-century France, characterized by pointed arches, ribbed vaults, and flying buttresses. These innovations allowed for taller, lighter structures with larger windows filled with stained glass.]


Part 2: What is 19 + 8?


[Note: Honey never spoils if stored properly. Archaeologists have found 3,000-year-old honey in Egyptian tombs that was still perfectly edible, thanks to honey's low moisture content and acidic pH.]


Part 3: Which is larger, 14 or 20?

Part 4: What is 31 - 16?

Format: Part 1: [answer]; Part 2: [answer]; ...",
sus_3_100,sustained,5,100,Count numbers greater than 50,47,"Count how many of the following numbers are numbers greater than 50.

Numbers: 48, 31, 50, 11, 48, 29, 4, 41, 13, 92, 84, 43, 19, 18, 5, 37, 61, 90, 18, 98, 91, 61, 58, 79, 1, 11, 3, 33, 28, 20, 71, 94, 78, 68, 55, 15, 37, 31, 39, 16, 7, 31, 54, 82, 80, 59, 9, 15, 64, 77, 69, 3, 81, 66, 74, 31, 92, 19, 38, 55, 1, 79, 46, 31, 74, 54, 24, 86, 86, 11, 68, 47, 9, 68, 70, 65, 65, 71, 3, 50, 61, 6, 82, 50, 48, 33, 96, 3, 46, 9, 45, 31, 94, 85, 81, 14, 99, 75, 95, 97

Answer with ONLY the count (a single number).",
sel_13_6,selective,6,379,How much energy did Turbine B generate in MWh?,2890,"Read the following carefully and answer the question.

Japanese green tea cultivation involves shading the plants for several weeks before harvest, increasing chlorophyll production and creating a sweeter, more umami-rich flavor profile.

Coffee cultivation originated in Ethiopia, where legend attributes its discovery to a goatherd named Kaldi who noticed his goats becoming energetic after eating berries from a particular tree. The drink spread to Yemen by the 15th century.

Marine biologists have observed that octopuses exhibit extraordinary problem-solving abilities. In laboratory settings, these cephalopods navigate mazes, open jars, and use tools — challenging our understanding of invertebrate cognition and raising questions about consciousness.

The platypus is one of only five species of egg-laying mammals. It has a bill like a duck, a tail like a beaver, and venomous spurs on its hind legs — making it one of nature's most unusual creatures.

Honey never spoils if stored properly. Archaeologists have found 3,000-year-old honey in Egyptian tombs that was still perfectly edible, thanks to honey's low moisture content and acidic pH.

Gothic architecture emerged in 12th-century France, characterized by pointed arches, ribbed vaults, and flying buttresses. These innovations allowed for taller, lighter structures with larger windows filled with stained glass.

Volcanic eruptions can profoundly affect global climate. The 1815 eruption of Mount Tambora released massive sulfur dioxide into the stratosphere, causing the 'Year Without a Summer' in 1816 and widespread crop failures.

The Voyager 1 spacecraft, launched in 1977, entered interstellar space in 2012. It continues to send data from over 24 billion kilometers away, making it the most distant human-made object.

Alexander Fleming's 1928 discovery of penicillin revolutionized medicine, enabling treatment of previously fatal bacterial infections. The antibiotic era that followed transformed surgery and saved millions of lives.

The human brain contains approximately 86 billion neurons, each connecting to thousands of others through synapses. This creates a network of roughly 100 trillion connections responsible for all thought and behavior.

Tardigrades, also called water bears, can survive extreme conditions including the vacuum of space, temperatures near absolute zero, and radiation hundreds of times lethal to humans.

The history of ceramic glazing dates back to ancient Mesopotamia, where artisans discovered that certain mineral combinations created vivid colors when heated. The Babylonians were particularly skilled at creating blue glazes using cobalt compounds, a technique that spread throughout the ancient world.

IMPORTANT: Wind farm output: Turbine A generated 3,450 MWh, Turbine B generated 2,890 MWh, and Turbine C generated 4,120 MWh. Total maintenance cost was $234,000.

Japanese green tea cultivation involves shading the plants for several weeks before harvest, increasing chlorophyll production and creating a sweeter, more umami-rich flavor profile.

Coffee cultivation originated in Ethiopia, where legend attributes its discovery to a goatherd named Kaldi who noticed his goats becoming energetic after eating berries from a particular tree. The drink spread to Yemen by the 15th century.

Marine biologists have observed that octopuses exhibit extraordinary problem-solving abilities. In laboratory settings, these cephalopods navigate mazes, open jars, and use tools — challenging our understanding of invertebrate cognition and raising questions about consciousness.

The platypus is one of only five species of egg-laying mammals. It has a bill like a duck, a tail like a beaver, and venomous spurs on its hind legs — making it one of nature's most unusual creatures.

Honey never spoils if stored properly. Archaeologists have found 3,000-year-old honey in Egyptian tombs that was still perfectly edible, thanks to honey's low moisture content and acidic pH.

Gothic architecture emerged in 12th-century France, characterized by pointed arches, ribbed vaults, and flying buttresses. These innovations allowed for taller, lighter structures with larger windows filled with stained glass.

Volcanic eruptions can profoundly affect global climate. The 1815 eruption of Mount Tambora released massive sulfur dioxide into the stratosphere, causing the 'Year Without a Summer' in 1816 and widespread crop failures.

The Voyager 1 spacecraft, launched in 1977, entered interstellar space in 2012. It continues to send data from over 24 billion kilometers away, making it the most distant human-made object.

Alexander Fleming's 1928 discovery of penicillin revolutionized medicine, enabling treatment of previously fatal bacterial infections. The antibiotic era that followed transformed surgery and saved millions of lives.

The human brain contains approximately 86 billion neurons, each connecting to thousands of others through synapses. This creates a network of roughly 100 trillion connections responsible for all thought and behavior.

Tardigrades, also called water bears, can survive extreme conditions including the vacuum of space, temperatures near absolute zero, and radiation hundreds of times lethal to humans.

The history of ceramic glazing dates back to ancient Mesopotamia, where artisans discovered that certain mineral combinations created vivid colors when heated. The Babylonians were particularly skilled at creating blue glazes using cobalt compounds, a technique that spread throughout the ancient world.

Question: How much energy did Turbine B generate in MWh?
Answer with ONLY the numerical value.",
ib_6_2,inattentional_blindness,2,30,What was the first number in the list?,T1:6|T2:51,"Count how many of the following numbers are numbers divisible by 5.

Numbers: 51, 38, 83, 7, 31, 64, 50, 15, 31, 64, 82, 77, 10, 68, 2, 47, 41, 17, 50, 73, 54, 47, 70, 88, 23, 98, 61, 99, 10, 3

Answer with ONLY the count (a single number).","Without looking back at the list, answer this: What was the first number in the list?
Answer with ONLY the answer."
sus_2_80,sustained,4,80,Count odd numbers,45,"Count how many of the following numbers are odd numbers.

Numbers: 98, 40, 44, 45, 1, 24, 19, 73, 85, 52, 9, 19, 95, 82, 4, 12, 96, 68, 28, 49, 54, 59, 44, 21, 48, 40, 93, 42, 73, 77, 11, 7, 20, 21, 97, 80, 7, 87, 11, 35, 57, 85, 55, 63, 78, 57, 54, 35, 28, 97, 66, 15, 45, 56, 15, 37, 87, 87, 76, 63, 68, 86, 40, 6, 29, 51, 77, 8, 1, 27, 39, 28, 99, 18, 98, 33, 38, 42, 16, 1

Answer with ONLY the count (a single number).",
sel_7_0,selective,0,0,What was the patient's heart rate?,78,"Read the following and answer the question.

Patient vitals at admission: heart rate 78 bpm, blood pressure 128/82, temperature 37.4 C, respiratory rate 16 breaths/min, oxygen saturation 97%.

Question: What was the patient's heart rate?
Answer with ONLY the numerical value.",
div_20,divided,3,68,Dual task,A:73;B:44,"You must complete TWO tasks. Read everything carefully.

--- Background information ---
The Fibonacci sequence appears frequently in nature, from sunflower seed spirals to tree branching patterns. Each number is the sum of the two preceding ones: 1, 1, 2, 3, 5, 8, 13, 21, and so on.

Volcanic eruptions can profoundly affect global climate. The 1815 eruption of Mount Tambora released massive sulfur dioxide into the stratosphere, causing the 'Year Without a Summer' in 1816 and widespread crop failures.

--- TASK A ---
Read this passage:
""The research team at Stanford University found that sleep deprivation significantly impaired decision-making in 73% of participants. The study lasted 14 months.""
Question: What percentage of participants showed impaired decision-making?

--- TASK B ---
What is (42 + 2) * 1?

Answer BOTH tasks:
TASK A: [your answer]
TASK B: [your answer]",
sel_2_4,selective,4,266,How many participants were in Dr. Chen's study?,1247,"Read the following carefully and answer the question.

Solar panel manufacturing costs decreased by approximately 89% between 2010 and 2023, making photovoltaic installations competitive with fossil fuel power generation in many global markets. This trend is expected to continue as production scales.

Marine biologists have observed that octopuses exhibit extraordinary problem-solving abilities. In laboratory settings, these cephalopods navigate mazes, open jars, and use tools — challenging our understanding of invertebrate cognition and raising questions about consciousness.

Coffee cultivation originated in Ethiopia, where legend attributes its discovery to a goatherd named Kaldi who noticed his goats becoming energetic after eating berries from a particular tree. The drink spread to Yemen by the 15th century.

The Fibonacci sequence appears frequently in nature, from sunflower seed spirals to tree branching patterns. Each number is the sum of the two preceding ones: 1, 1, 2, 3, 5, 8, 13, 21, and so on.

Volcanic eruptions can profoundly affect global climate. The 1815 eruption of Mount Tambora released massive sulfur dioxide into the stratosphere, causing the 'Year Without a Summer' in 1816 and widespread crop failures.

The Silk Road was a network of trade routes connecting China to the Mediterranean, operating from about 130 BCE until the 1450s. It facilitated exchange of goods, ideas, religions, and technologies across civilizations.

Gothic architecture emerged in 12th-century France, characterized by pointed arches, ribbed vaults, and flying buttresses. These innovations allowed for taller, lighter structures with larger windows filled with stained glass.

Quantum entanglement occurs when two particles become correlated such that measuring one instantaneously determines the state of the other, regardless of distance. Einstein famously called this 'spooky action at a distance.'

Dr. Sarah Chen's longitudinal study involved 1,247 participants across 8 countries over 3 years. The primary outcome showed a 23% improvement in cognitive performance.

Question: How many participants were in Dr. Chen's study?
Answer with ONLY the numerical value.",
sus_7_80,sustained,4,80,Count prime numbers,28,"Count how many of the following numbers are prime numbers.

Numbers: 80, 82, 86, 79, 62, 85, 63, 3, 1, 69, 71, 53, 2, 3, 68, 93, 36, 69, 37, 3, 65, 90, 87, 56, 23, 14, 13, 68, 20, 31, 25, 80, 68, 33, 46, 35, 51, 11, 48, 52, 59, 73, 32, 90, 29, 39, 88, 11, 84, 84, 98, 5, 12, 52, 49, 49, 71, 61, 8, 82, 2, 90, 22, 11, 64, 56, 83, 43, 73, 13, 68, 6, 30, 28, 89, 73, 61, 35, 6, 10

Answer with ONLY the count (a single number).",
sus_6_10,sustained,0,10,Count numbers divisible by 5,1,"Count how many of the following numbers are numbers divisible by 5.

Numbers: 73, 78, 14, 43, 37, 59, 83, 70, 68, 64

Answer with ONLY the count (a single number).",
ib_3_1,inattentional_blindness,2,30,Was the number 99 in the list?,T1:17|T2:no,"Count how many of the following numbers are numbers greater than 50.

Numbers: 63, 37, 18, 24, 41, 58, 80, 7, 46, 2, 63, 18, 25, 50, 72, 65, 84, 64, 53, 88, 63, 54, 91, 57, 63, 22, 11, 73, 4, 98

Answer with ONLY the count (a single number).","Without looking back at the list, answer this: Was the number 99 in the list?
Answer with ONLY the answer."
